course,isbn1,publisher1,author1,year1,title1,type1a,buyrent1a,option1a,price1a,type1b,buyrent1b,option1b,price1b,type1c,buyrent1c,option1c,price1c,type1d,buyrent1d,option1d,price1d,type1e,buyrent1e,option1e,price1e,title2,type2a,buyrent2a,option2a,price2a,type2b,buyrent2b,option2b,price2b,type2c,buyrent2c,option2c,price2c,type2d,buyrent2d,option2d,price2d,type2e,buyrent2e,option2e,price2e,title3,type3a,buyrent3a,option3a,price3a,type3b,buyrent3b,option3b,price3b,type3c,buyrent3c,option3c,price3c,type3d,buyrent3d,option3d,price3d,type3e,buyrent3e,option3e,price3e
All : 2016 Fall : Course ID 95619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 310 : 001 : Course ID 93259,9780133938951, Pearson, Laudon ,2016,"E-Commerce 2016
		            	",Hardcover ,BUY ,NEW ,$256.00 ,Hardcover ,BUY ,USED ,$192.00 ,Digital ,RENT ,,$101.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 310 : HM1 : Course ID 93260,9780133938951, Pearson, Laudon ,2016,"E-Commerce 2016
		            	",Hardcover ,BUY ,NEW ,$256.00 ,Hardcover ,BUY ,USED ,$192.00 ,Digital ,RENT ,,$101.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 330 : 101 : Course ID 93262,9781285060033, Cengage Learning, Nelson ,2016,"Guide to Computer Forensics etc (w/DVD)
		            	", ,BUY ,NEW ,$206.50 , ,BUY ,USED ,$155.00 , ,RENT ,USED ,$82.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 331 : 101 : Course ID 93263,9780735510425, Aspen Publ / Wolters Kluwer, Solove ,2011,"Privacy, Information & Technology
		            	",PAPERBACK ,BUY ,NEW ,$83.75 ,PAPERBACK ,BUY ,USED ,$63.00 ,PAPERBACK ,RENT ,USED ,$33.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 332 : 101 : Course ID 93264," 9781594608537, 9781437755824"," Carolina Academic Press, Elsevier Science & Technology Books"," Clifford , Moore "," 2011, 2011","Cybercrime
		            	", ,BUY ,NEW ,$41.50 , ,BUY ,USED ,$31.25 ,,,,,,,,,,,,,"Cybercrime: Investigating High-Technology Computer Crime
		            	",PAPERBACK ,BUY ,NEW ,$65.25 ,PAPERBACK ,BUY ,USED ,$49.00 ,PAPERBACK ,RENT ,NEW ,$52.20 ,PAPERBACK ,RENT ,USED ,$26.10 ,Digital ,BUY ,,$59.95 ,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 340 : 001 : Course ID 93265,9781118531747," Sybex, Incorporated", Smith ,2013,"CompTIA Linux+ Complete Study Guide
		            	",PAPERBACK ,BUY ,NEW ,$59.99 ,PAPERBACK ,BUY ,USED ,$45.00 ,PAPERBACK ,RENT ,USED ,$24.00 ,Digital ,BUY ,,$38.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 340 : 007 : Course ID 93268,9781118531747," Sybex, Incorporated", Smith ,2013,"CompTIA Linux+ Complete Study Guide
		            	",PAPERBACK ,BUY ,NEW ,$59.99 ,PAPERBACK ,BUY ,USED ,$45.00 ,PAPERBACK ,RENT ,USED ,$24.00 ,Digital ,BUY ,,$38.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 340 : 005 : Course ID 93267,9781118531747," Sybex, Incorporated", Smith ,2013,"CompTIA Linux+ Complete Study Guide
		            	",PAPERBACK ,BUY ,NEW ,$59.99 ,PAPERBACK ,BUY ,USED ,$45.00 ,PAPERBACK ,RENT ,USED ,$24.00 ,Digital ,BUY ,,$38.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 386 : 101 : Course ID 93270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 400 : HM1 : Course ID 93272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 340 : 451 : Course ID 93269,9781118531747," Sybex, Incorporated", Smith ,2013,"CompTIA Linux+ Complete Study Guide
		            	",PAPERBACK ,BUY ,NEW ,$59.99 ,PAPERBACK ,BUY ,USED ,$45.00 ,PAPERBACK ,RENT ,USED ,$24.00 ,Digital ,BUY ,,$38.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 340 : 003 : Course ID 93266,9781118531747," Sybex, Incorporated", Smith ,2013,"CompTIA Linux+ Complete Study Guide
		            	",PAPERBACK ,BUY ,NEW ,$59.99 ,PAPERBACK ,BUY ,USED ,$45.00 ,PAPERBACK ,RENT ,USED ,$24.00 ,Digital ,BUY ,,$38.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 400 : 101 : Course ID 93271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 420 : 003 : Course ID 93275,9780133587937, Pearson, Comer ,2014,"Computer Networks & Internets etc (w/Access Code)
		            	", ,BUY ,NEW ,$199.75 , ,BUY ,USED ,$150.00 , ,RENT ,USED ,$79.90 ,Digital ,RENT ,,$79.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 420 : 001 : Course ID 93274,9780133587937, Pearson, Comer ,2014,"Computer Networks & Internets etc (w/Access Code)
		            	", ,BUY ,NEW ,$199.75 , ,BUY ,USED ,$150.00 , ,RENT ,USED ,$79.90 ,Digital ,RENT ,,$79.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 95563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 430 : 003 : Course ID 93277,9781593275648," No Starch Press, Incorporated", Weidman ,2014,"Penetration Testing
		            	",PAPERBACK ,BUY ,NEW ,$49.95 ,PAPERBACK ,BUY ,USED ,$37.50 ,PAPERBACK ,RENT ,NEW ,$37.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 430 : 001 : Course ID 93276,9781593275648," No Starch Press, Incorporated", Weidman ,2014,"Penetration Testing
		            	",PAPERBACK ,BUY ,NEW ,$49.95 ,PAPERBACK ,BUY ,USED ,$37.50 ,PAPERBACK ,RENT ,NEW ,$37.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 490 : 001 : Course ID 93283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 490 : 101 : Course ID 93284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 491 : 101 : Course ID 93286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 491 : 103 : Course ID 95226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 610 : 101 : Course ID 93287," 9780321492661, 9781118870204"," Addison Wesley, John Wiley & Sons, Incorporated"," Limoncelli , Panek "," 2007, 2014","Practice of Systems & Network Administration (Rev & Upd)
		            	",PAPERBACK ,BUY ,NEW ,$59.99 ,PAPERBACK ,BUY ,USED ,$45.00 ,PAPERBACK ,RENT ,NEW ,$47.99 ,PAPERBACK ,RENT ,USED ,$24.00 ,,,,,"MCSA Windows Server 2012 R2 Installation & Configuration Study Guide
		            	",PAPERBACK ,BUY ,NEW ,$39.99 ,PAPERBACK ,BUY ,USED ,$30.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 620 : 101 : Course ID 93288," 9781418836375, 9780470845295"," Course Technology, John Wiley & Sons, Incorporated"," Ciampa , Nicopolitidis "," 2007, 2003","CWSP Guide to Wireless Security
		            	",PAPERBACK ,BUY ,NEW ,$232.50 ,PAPERBACK ,BUY ,USED ,$174.50 ,PAPERBACK ,RENT ,USED ,$93.00 ,,,,,,,,,"Wireless Networks
		            	", ,BUY ,NEW ,$162.00 , ,BUY ,USED ,$121.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 640 : 101 : Course ID 93289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IT : 490 : 451 : Course ID 93285,9780471400103," John Wiley & Sons, Incorporated", Cummins ,2002,"Enterprise Integration
		            	", ,BUY ,NEW ,$80.00 , ,BUY ,USED ,$60.00 , ,RENT ,NEW ,$40.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 117 : 001 : Course ID 93031," 9780684832678, 9781611634709"," Simon & Schuster, Carolina Academic Press"," Hafner , Okane "," 1996, 2014","Where Wizards Stay Up Late
		            	",PAPERBACK ,BUY ,NEW ,$16.00 ,PAPERBACK ,BUY ,USED ,$12.00 ,,,,,,,,,,,,,"Web-Based Intro to Programming (w/CD)
		            	",PAPERBACK ,BUY ,NEW ,$62.00 ,PAPERBACK ,BUY ,USED ,$46.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 247 : 001 : Course ID 93035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 218 : 101 : Course ID 93034," 9781400082476, 9781430260318"," Three Rivers Press, Apress"," Rosenberg , Zandstra ",2013,"Dreaming in Code
		            	",PAPERBACK ,BUY ,NEW ,$15.00 ,PAPERBACK ,BUY ,USED ,$11.25 ,PAPERBACK ,RENT ,NEW ,$11.25 ,PAPERBACK ,RENT ,USED ,$6.00 ,,,,,"PHP Objects, Patterns, & Practice
		            	",PAPERBACK ,BUY ,NEW ,$54.99 ,PAPERBACK ,BUY ,USED ,$41.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 247 : 003 : Course ID 93036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 265 : 001 : Course ID 93037,9780470903728," John Wiley & Sons, Incorporated", Belanger ,2012,"Information Systems for Business
		            	",PAPERBACK ,BUY ,NEW ,$95.25 ,PAPERBACK ,BUY ,USED ,$71.50 ,PAPERBACK ,RENT ,NEW ,$71.44 ,PAPERBACK ,RENT ,USED ,$38.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 218 : 001 : Course ID 93033," 9781430260318, 9781400082476"," Apress, Three Rivers Press"," Zandstra , Rosenberg ",2013,"PHP Objects, Patterns, & Practice
		            	",PAPERBACK ,BUY ,NEW ,$54.99 ,PAPERBACK ,BUY ,USED ,$41.25 ,,,,,,,,,,,,,"Dreaming in Code
		            	",PAPERBACK ,BUY ,NEW ,$15.00 ,PAPERBACK ,BUY ,USED ,$11.25 ,PAPERBACK ,RENT ,NEW ,$11.25 ,PAPERBACK ,RENT ,USED ,$6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 117 : 101 : Course ID 93032," 9780684832678, 9781611634709"," Simon & Schuster, Carolina Academic Press"," Hafner , Okane "," 1996, 2014","Where Wizards Stay Up Late
		            	",PAPERBACK ,BUY ,NEW ,$16.00 ,PAPERBACK ,BUY ,USED ,$12.00 ,,,,,,,,,,,,,"Web-Based Intro to Programming (w/CD)
		            	",PAPERBACK ,BUY ,NEW ,$62.00 ,PAPERBACK ,BUY ,USED ,$46.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 117 : 003 : Course ID 95395," 9780684832678, 9781611634709"," Simon & Schuster, Carolina Academic Press"," Hafner , Okane "," 1996, 2014","Where Wizards Stay Up Late
		            	",PAPERBACK ,BUY ,NEW ,$16.00 ,PAPERBACK ,BUY ,USED ,$12.00 ,,,,,,,,,,,,,"Web-Based Intro to Programming (w/CD)
		            	",PAPERBACK ,BUY ,NEW ,$62.00 ,PAPERBACK ,BUY ,USED ,$46.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 265 : 101 : Course ID 93038," 9781943153015, 9781943153008"," Red Shelf, Red Shelf"," Belanger , Belanger ",2016,,,,,,,,,,,,,,,,,,,,,,"Information Systems for Business
		            	",PAPERBACK ,BUY ,NEW ,$75.00 ,PAPERBACK ,BUY ,USED ,$56.25 ,PAPERBACK ,RENT ,USED ,$30.00 ,,,,,,,,,"Information Systems for Business
		            	", ,BUY ,NEW ,$42.00 , ,BUY ,USED ,$31.50 ,,,,,,,,,,,,
All : 2016 Fall : IS : 331 : 001 : Course ID 93040,9780133876703, Pearson, Kroenke ,2016,"Database Processing: Fundamentals, Design & Implementation
		            	",Hardcover ,BUY ,NEW ,$291.50 ,Hardcover ,BUY ,USED ,$218.75 ,Hardcover ,RENT ,NEW ,$189.48 ,Hardcover ,RENT ,USED ,$116.60 ,Digital ,RENT ,,$116.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 331 : 101 : Course ID 93041,9780133876703, Pearson, Kroenke ,2016,"Database Processing: Fundamentals, Design & Implementation
		            	",Hardcover ,BUY ,NEW ,$291.50 ,Hardcover ,BUY ,USED ,$218.75 ,Hardcover ,RENT ,NEW ,$189.48 ,Hardcover ,RENT ,USED ,$116.60 ,Digital ,RENT ,,$116.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 331 : 451 : Course ID 93043,9780133876703, Pearson, Kroenke ,2016,"Database Processing: Fundamentals, Design & Implementation
		            	",Hardcover ,BUY ,NEW ,$291.50 ,Hardcover ,BUY ,USED ,$218.75 ,Hardcover ,RENT ,NEW ,$189.48 ,Hardcover ,RENT ,USED ,$116.60 ,Digital ,RENT ,,$116.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 331 : 103 : Course ID 93042,9780133876703, Pearson, Kroenke ,2016,"Database Processing: Fundamentals, Design & Implementation
		            	",Hardcover ,BUY ,NEW ,$291.50 ,Hardcover ,BUY ,USED ,$218.75 ,Hardcover ,RENT ,NEW ,$189.48 ,Hardcover ,RENT ,USED ,$116.60 ,Digital ,RENT ,,$116.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 333 : 001 : Course ID 93044,9781412947152," Sage Publications, Incorporated", Prell ,2011,"Social Network Analysis
		            	",PAPERBACK ,BUY ,NEW ,$65.25 ,PAPERBACK ,BUY ,USED ,$49.00 ,PAPERBACK ,RENT ,NEW ,$48.94 ,PAPERBACK ,RENT ,USED ,$26.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 344 : 101 : Course ID 93045,9781111820398, Course Technology, Monk ,2013,"Concepts in Enterprise Resource Planning
		            	",PAPERBACK ,BUY ,NEW ,$113.25 ,PAPERBACK ,BUY ,USED ,$85.00 ,PAPERBACK ,RENT ,NEW ,$90.60 ,PAPERBACK ,RENT ,USED ,$45.30 ,Digital ,RENT ,,$21.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 350 : 001 : Course ID 93046,9780134296548, Pearson, Quinn ,2016,"Ethics for the Information Age
		            	",PAPERBACK ,BUY ,NEW ,$122.75 ,PAPERBACK ,BUY ,USED ,$92.25 ,PAPERBACK ,RENT ,NEW ,$98.20 ,PAPERBACK ,RENT ,USED ,$49.10 ,Digital ,BUY ,,$71.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 350 : 009 : Course ID 93050,9780134296548, Pearson, Quinn ,2016,"Ethics for the Information Age
		            	",PAPERBACK ,BUY ,NEW ,$122.75 ,PAPERBACK ,BUY ,USED ,$92.25 ,PAPERBACK ,RENT ,NEW ,$98.20 ,PAPERBACK ,RENT ,USED ,$49.10 ,Digital ,BUY ,,$71.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 350 : 007 : Course ID 93049,9780134296548, Pearson, Quinn ,2016,"Ethics for the Information Age
		            	",PAPERBACK ,BUY ,NEW ,$122.75 ,PAPERBACK ,BUY ,USED ,$92.25 ,PAPERBACK ,RENT ,NEW ,$98.20 ,PAPERBACK ,RENT ,USED ,$49.10 ,Digital ,BUY ,,$71.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 350 : 005 : Course ID 93048,9780134296548, Pearson, Quinn ,2016,"Ethics for the Information Age
		            	",PAPERBACK ,BUY ,NEW ,$122.75 ,PAPERBACK ,BUY ,USED ,$92.25 ,PAPERBACK ,RENT ,NEW ,$98.20 ,PAPERBACK ,RENT ,USED ,$49.10 ,Digital ,BUY ,,$71.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 350 : 451 : Course ID 93053,9780134296548, Pearson, Quinn ,2016,"Ethics for the Information Age
		            	",PAPERBACK ,BUY ,NEW ,$122.75 ,PAPERBACK ,BUY ,USED ,$92.25 ,PAPERBACK ,RENT ,NEW ,$98.20 ,PAPERBACK ,RENT ,USED ,$49.10 ,Digital ,BUY ,,$71.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 350 : 103 : Course ID 93052,9780134296548, Pearson, Quinn ,2016,"Ethics for the Information Age
		            	",PAPERBACK ,BUY ,NEW ,$122.75 ,PAPERBACK ,BUY ,USED ,$92.25 ,PAPERBACK ,RENT ,NEW ,$98.20 ,PAPERBACK ,RENT ,USED ,$49.10 ,Digital ,BUY ,,$71.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 350 : 101 : Course ID 93051,9780134296548, Pearson, Quinn ,2016,"Ethics for the Information Age
		            	",PAPERBACK ,BUY ,NEW ,$122.75 ,PAPERBACK ,BUY ,USED ,$92.25 ,PAPERBACK ,RENT ,NEW ,$98.20 ,PAPERBACK ,RENT ,USED ,$49.10 ,Digital ,BUY ,,$71.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 350 : 003 : Course ID 93047,9780134296548, Pearson, Quinn ,2016,"Ethics for the Information Age
		            	",PAPERBACK ,BUY ,NEW ,$122.75 ,PAPERBACK ,BUY ,USED ,$92.25 ,PAPERBACK ,RENT ,NEW ,$98.20 ,PAPERBACK ,RENT ,USED ,$49.10 ,Digital ,BUY ,,$71.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 375 : 001 : Course ID 93054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 390 : 001 : Course ID 93055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 390 : 101 : Course ID 93056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 421 : 101 : Course ID 93058," 9780984521401, 9780988262508"," NACSCORP, 800-CEO-READ"," Anderson , Kim "," 2010, 2013","Kanban
		            	",PAPERBACK ,BUY ,NEW ,$52.95 ,PAPERBACK ,BUY ,USED ,$39.75 ,,,,,,,,,,,,,"Phoenix Project
		            	",PAPERBACK ,BUY ,NEW ,$21.95 ,PAPERBACK ,BUY ,USED ,$16.50 ,PAPERBACK ,RENT ,NEW ,$14.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 448 : 001 : Course ID 93059," 9780124157811, 9781936523443"," Morgan Kaufmann Publishers, Routledge"," Tullis , Cronk "," 2013, 2016","Measuring the User Experience
		            	",PAPERBACK ,BUY ,NEW ,$54.50 ,PAPERBACK ,BUY ,USED ,$41.00 ,PAPERBACK ,RENT ,NEW ,$40.88 ,PAPERBACK ,RENT ,USED ,$21.80 ,Digital ,BUY ,,$49.95 ,"How to Use SPSS
		            	",PAPERBACK ,BUY ,NEW ,$80.25 ,PAPERBACK ,BUY ,USED ,$60.25 ,PAPERBACK ,RENT ,NEW ,$52.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : IS : 455 : 101 : Course ID 93060,9780133406757, Pearson Education, McKinney ,2014,"Essen of Processes, Systems & Information
		            	",PAPERBACK ,BUY ,NEW ,$93.75 ,PAPERBACK ,BUY ,USED ,$70.50 ,PAPERBACK ,RENT ,USED ,$37.50 ,Digital ,RENT ,,$37.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All : 2016 Fall : Course ID 93082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
