course,isbn1,publisher1,author1,year1,title1,type1a,buyrent1a,option1a,price1a,type1b,buyrent1b,option1b,price1b,type1c,buyrent1c,option1c,price1c,type1d,buyrent1d,option1d,price1d,type1e,buyrent1e,option1e,price1e,title2,type2a,buyrent2a,option2a,price2a,type2b,buyrent2b,option2b,price2b,type2c,buyrent2c,option2c,price2c,type2d,buyrent2d,option2d,price2d,type2e,buyrent2e,option2e,price2e,title3,type3a,buyrent3a,option3a,price3a,type3b,buyrent3b,option3b,price3b,type3c,buyrent3c,option3c,price3c,type3d,buyrent3d,option3d,price3d,type3e,buyrent3e,option3e,price3e
93060,9780133406757, Pearson Education, McKinney ,2014,"Essen of Processes, Systems & Information
		            	",PAPERBACK,BUY,NEW,$93.75 ,PAPERBACK,BUY,USED,$70.50 ,PAPERBACK,RENT,USED,$37.50 ,Digital,RENT,,$37.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93086,9780073523323, McGraw-Hill, Silberschatz ,2011,"Database System Concepts
		            	",Hardcover,BUY,NEW,$240.25 ,Hardcover,BUY,USED,$180.25 ,Hardcover,RENT,NEW,$192.20 ,Hardcover,RENT,USED,$96.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93085,9780073523323, McGraw-Hill, Silberschatz ,2011,"Database System Concepts
		            	",Hardcover,BUY,NEW,$240.25 ,Hardcover,BUY,USED,$180.25 ,Hardcover,RENT,NEW,$192.20 ,Hardcover,RENT,USED,$96.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93087,9780073523323, McGraw-Hill, Silberschatz ,2011,"Database System Concepts
		            	",Hardcover,BUY,NEW,$240.25 ,Hardcover,BUY,USED,$180.25 ,Hardcover,RENT,NEW,$192.20 ,Hardcover,RENT,USED,$96.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93095,9780133050905, Pearson, Sharda ,2014,"Business Intelligence & Analytics
		            	",Hardcover,BUY,NEW,$281.75 ,Hardcover,BUY,USED,$211.50 ,Hardcover,RENT,NEW,$225.40 ,Hardcover,RENT,USED,$112.70 ,Digital,RENT,,$111.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93094,9780133943030, Addison Wesley, Sommerville ,2016,"Software Engineering
		            	",Hardcover,BUY,NEW,$208.25 ,Hardcover,BUY,USED,$156.25 ,Hardcover,RENT,USED,$83.30 ,Digital,RENT,,$90.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93093,9780133943030, Addison Wesley, Sommerville ,2016,"Software Engineering
		            	",Hardcover,BUY,NEW,$208.25 ,Hardcover,BUY,USED,$156.25 ,Hardcover,RENT,USED,$83.30 ,Digital,RENT,,$90.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93091,9781119020752," John Wiley & Sons, Incorporated", Preece ,2015,"Interaction Design: Beyond Human Interaction
		            	",PAPERBACK,BUY,NEW,$102.00 ,PAPERBACK,BUY,USED,$76.50 ,PAPERBACK,RENT,NEW,$66.30 ,PAPERBACK,RENT,USED,$40.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93092,9780133943030, Addison Wesley, Sommerville ,2016,"Software Engineering
		            	",Hardcover,BUY,NEW,$208.25 ,Hardcover,BUY,USED,$156.25 ,Hardcover,RENT,USED,$83.30 ,Digital,RENT,,$90.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93090,9781119020752," John Wiley & Sons, Incorporated", Preece ,2015,"Interaction Design: Beyond Human Interaction
		            	",PAPERBACK,BUY,NEW,$102.00 ,PAPERBACK,BUY,USED,$76.50 ,PAPERBACK,RENT,NEW,$66.30 ,PAPERBACK,RENT,USED,$40.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93089,9781119020752," John Wiley & Sons, Incorporated", Preece ,2015,"Interaction Design: Beyond Human Interaction
		            	",PAPERBACK,BUY,NEW,$102.00 ,PAPERBACK,BUY,USED,$76.50 ,PAPERBACK,RENT,NEW,$66.30 ,PAPERBACK,RENT,USED,$40.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93024," 9781118582428, 9781118809365, 9781118014752"," John Wiley & Sons, Incorporated, John Wiley & Sons, Incorporated, John Wiley & Sons, Incorporated"," Lechner , Harmon , Lechner "," 2014, 2014, 2012","Heating, Cooling, Lighting: Design Methods etc
		            	",Hardcover,BUY,NEW,$135.00 ,Hardcover,BUY,USED,$101.25 ,Hardcover,RENT,NEW,$101.25 ,Hardcover,RENT,USED,$54.00 ,Digital,BUY,,$104.99 ,"Codes Guidebook for Interiors (w/Bind-in Access Code)
		            	",Hardcover,BUY,NEW,$110.75 ,Hardcover,BUY,USED,$83.25 ,Hardcover,RENT,USED,$44.30 ,Digital,BUY,,$72.99 ,,,,,"Plumbing  Electricity  Acoustics: Sustainable Design Methods for Architecture
		            	",,BUY,NEW,$99.75 ,,BUY,USED,$75.00 ,Digital,BUY,,$72.99 ,,,,,,,,
93026,,,,,,,BUY,NEW,$55.00 ,,BUY,USED,$41.25 ,,RENT,NEW,$41.25 ,,RENT,USED,$22.00 ,Digital,BUY,,$35.99 ,"Architecture of Happiness
		            	",PAPERBACK,BUY,NEW,$18.00 ,PAPERBACK,BUY,USED,$13.50 ,PAPERBACK,RENT,NEW,$11.70 ,PAPERBACK,RENT,USED,$7.20 ,,,,,"Shaping Interior Space
		            	",PAPERBACK,BUY,NEW,$110.00 ,PAPERBACK,BUY,USED,$82.50 ,PAPERBACK,RENT,NEW,$82.50 ,,,,,,,,
93025," 9781118090718, 9780307277244, 9781609018962, 9780823072712, 9781616890360"," John Wiley & Sons, Incorporated, Penguin Random House, Inc, Fairchild Books/Bloomsbury Publishing, Watson-Guptill Publications, Incorporated, Princeton Architectural Press"," Ching , De Botton , Rengel , Panero , Elam "," 2012, 2006, 2014, 1979, 2011","Interior Design Illustrated
		            	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93027,9780470445440," John Wiley & Sons, Incorporated", Gesimondo ,2011,"Materiality & Interior Construction
		            	",Hardcover,BUY,NEW,$98.00 ,Hardcover,BUY,USED,$73.50 ,Digital,BUY,,$72.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93100,9781119244288," John Wiley & Sons, Incorporated", Pearlson ,2016,"Managing & Using Information Systems (Loose Pgs)
		            	",Loose-Leaf,BUY,NEW,$88.50 ,Loose-Leaf,BUY,USED,$66.50 ,Digital,BUY,,$52.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93099,9781119244288," John Wiley & Sons, Incorporated", Pearlson ,2016,"Managing & Using Information Systems (Loose Pgs)
		            	",Loose-Leaf,BUY,NEW,$88.50 ,Loose-Leaf,BUY,USED,$66.50 ,Digital,BUY,,$52.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93098,9780818677380," John Wiley & Sons, Incorporated", Thayer ,1997,"Software Requirements Engineering
		            	",,BUY,NEW,$139.25 ,,BUY,USED,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93097,9780133050905, Pearson, Sharda ,2014,"Business Intelligence & Analytics
		            	",Hardcover,BUY,NEW,$281.75 ,Hardcover,BUY,USED,$211.50 ,Hardcover,RENT,NEW,$225.40 ,Hardcover,RENT,USED,$112.70 ,Digital,RENT,,$111.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93096,9780133050905, Pearson, Sharda ,2014,"Business Intelligence & Analytics
		            	",Hardcover,BUY,NEW,$281.75 ,Hardcover,BUY,USED,$211.50 ,Hardcover,RENT,NEW,$225.40 ,Hardcover,RENT,USED,$112.70 ,Digital,RENT,,$111.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93110,9783642194597, Springer, Liu ,2011,"Web Data Mining
		            	",Hardcover,BUY,NEW,$63.75 ,Hardcover,BUY,USED,$48.00 ,Hardcover,RENT,NEW,$44.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93109," 9780131412750, 9780132145763"," Pearson, Pearson"," McGovern , Motiwalla "," 2004, 2012","Practical Guide to Enterprise Architecture
		            	",PAPERBACK,BUY,NEW,$64.99 ,PAPERBACK,BUY,USED,$48.75 ,,,,,,,,,,,,,"Enterprise Systems for Management
		            	",PAPERBACK,BUY,NEW,$138.00 ,PAPERBACK,BUY,USED,$103.50 ,PAPERBACK,RENT,NEW,$110.40 ,PAPERBACK,RENT,USED,$55.20 ,Digital,RENT,,$54.99 ,,,,,,,,,,,,,,,,,,,,,
93108,9780128003879, Morgan Kaufmann Publishers, Harmon ,2014,"Business Process Change
		            	",PAPERBACK,BUY,NEW,$54.95 ,PAPERBACK,BUY,USED,$41.25 ,PAPERBACK,RENT,NEW,$41.21 ,PAPERBACK,RENT,USED,$21.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93107,9780128003879, Morgan Kaufmann Publishers, Harmon ,2014,"Business Process Change
		            	",PAPERBACK,BUY,NEW,$54.95 ,PAPERBACK,BUY,USED,$41.25 ,PAPERBACK,RENT,NEW,$41.21 ,PAPERBACK,RENT,USED,$21.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93106,9780128003879, Morgan Kaufmann Publishers, Harmon ,2014,"Business Process Change
		            	",PAPERBACK,BUY,NEW,$54.95 ,PAPERBACK,BUY,USED,$41.25 ,PAPERBACK,RENT,NEW,$41.21 ,PAPERBACK,RENT,USED,$21.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93105,9780071742382, McGraw-Hill, Davis ,2011,"IT Auditing
		            	",PAPERBACK,BUY,NEW,$72.00 ,PAPERBACK,BUY,USED,$54.00 ,PAPERBACK,RENT,NEW,$57.60 ,PAPERBACK,RENT,USED,$28.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93104,9781133949886, Cengage Learning, Hall ,2016,"Information Technology Auditing
		            	",Hardcover,BUY,NEW,$250.75 ,Hardcover,BUY,USED,$188.25 ,Hardcover,RENT,USED,$100.30 ,Digital,RENT,,$97.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93103,9789401800174, Van Haren Publishing, Bernard ,,"It Service Management Based on Itil(r) 2011 Edition
		            	",PAPERBACK,BUY,NEW,$46.75 ,PAPERBACK,BUY,USED,$35.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93102,9781119244288," John Wiley & Sons, Incorporated", Pearlson ,2016,"Managing & Using Information Systems (Loose Pgs)
		            	",Loose-Leaf,BUY,NEW,$88.50 ,Loose-Leaf,BUY,USED,$66.50 ,Digital,BUY,,$52.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93101,9781119244288," John Wiley & Sons, Incorporated", Pearlson ,2016,"Managing & Using Information Systems (Loose Pgs)
		            	",Loose-Leaf,BUY,NEW,$88.50 ,Loose-Leaf,BUY,USED,$66.50 ,Digital,BUY,,$52.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
