newprice2,isbn3,newprice1,title1,author3,usedprice2,usedprice3,course,title2,title3,isbn1,author1,author2,isbn2,usedprice1,newprice3
,,,,Williams,,,,,,,,,,,
,,,,Williams,,,,,,,,,,,
,,,,Williams,,,,,,,,,,,
,,,,Williams,,,,,,,,,,,
,,,,Williams,,,,,,,,,,,
,,,,Williams,,,,,,,,,,,
,9780811209267,,,,,,,,,,,,,,
,9780811209267,,,,,,,,,,,,,,
,9780811209267,,,,,,,,,,,,,,
,9780811209267,,,,,,,,,,,,,,
,9780811209267,,,,,,,,,,,,,,
,9780811209267,,,,,,,,,,,,,,
,9780811209267,,,,,,,,,,,,,,
,9780811209267,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,$14.00
,,,,,,$10.50,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 403 : 453 : Course ID 92774,,,,,,,,
,,,Underground Railroad,,,,,,,,,,,,
,,,Underground Railroad,,,,,,,,,,,,
,,,,,,,,,,,Whitehead,,,,
,,,,,,,,,,,Whitehead,,,,
,,,,,,,,,,,Whitehead,,,,
,,,,,,,,,,,Whitehead,,,,
,,,,,,,,,,9780385542364,,,,,
,,,,,,,,,,9780385542364,,,,,
,,,,,,,,,,9780385542364,,,,,
,,,,,,,,,,9780385542364,,,,,
,,$26.95,,,,,,,,,,,,,
,,,,,,,,,,,,,,$20.25,
,,,,,,,,American Born Chinese,,,,,,,
,,,,,,,,American Born Chinese,,,,,,,
,,,,,,,,,,,,Whitehead,,,
,,,,,,,,,,,,Whitehead,,,
,,,,,,,,,,,,Whitehead,,,
,,,,,,,,,,,,Whitehead,,,
,,,,,,,,,,,,,9780385542364,,
,,,,,,,,,,,,,9780385542364,,
,,,,,,,,,,,,,9780385542364,,
,,,,,,,,,,,,,9780385542364,,
$10.99,,,,,,,,,,,,,,,
,,,,,$8.25,,,,,,,,,,
,,,,,,,,,Spirit Catches You & You Fall Down,,,,,,
,,,,,,,,,Spirit Catches You & You Fall Down,,,,,,
,,,,Whitehead,,,,,,,,,,,
,,,,Whitehead,,,,,,,,,,,
,,,,Whitehead,,,,,,,,,,,
,,,,Whitehead,,,,,,,,,,,
,9780385542364,,,,,,,,,,,,,,
,9780385542364,,,,,,,,,,,,,,
,9780385542364,,,,,,,,,,,,,,
,9780385542364,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,$15.00
,,,,,,$11.25,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 403 : 455 : Course ID 92775,,,,,,,,
,,,Underground Railroad,,,,,,,,,,,,
,,,Underground Railroad,,,,,,,,,,,,
,,,,,,,,,,,Whitehead,,,,
,,,,,,,,,,,Whitehead,,,,
,,,,,,,,,,,Whitehead,,,,
,,,,,,,,,,,Whitehead,,,,
,,,,,,,,,,9780385542364,,,,,
,,,,,,,,,,9780385542364,,,,,
,,,,,,,,,,9780385542364,,,,,
,,,,,,,,,,9780385542364,,,,,
,,$26.95,,,,,,,,,,,,,
,,,,,,,,,,,,,,$20.25,
,,,,,,,,American Born Chinese,,,,,,,
,,,,,,,,American Born Chinese,,,,,,,
,,,,,,,,,,,,Whitehead,,,
,,,,,,,,,,,,Whitehead,,,
,,,,,,,,,,,,Whitehead,,,
,,,,,,,,,,,,Whitehead,,,
,,,,,,,,,,,,,9780385542364,,
,,,,,,,,,,,,,9780385542364,,
,,,,,,,,,,,,,9780385542364,,
,,,,,,,,,,,,,9780385542364,,
$10.99,,,,,,,,,,,,,,,
,,,,,$8.25,,,,,,,,,,
,,,,,,,,,Spirit Catches You & You Fall Down,,,,,,
,,,,,,,,,Spirit Catches You & You Fall Down,,,,,,
,,,,Whitehead,,,,,,,,,,,
,,,,Whitehead,,,,,,,,,,,
,,,,Whitehead,,,,,,,,,,,
,,,,Whitehead,,,,,,,,,,,
,9780385542364,,,,,,,,,,,,,,
,9780385542364,,,,,,,,,,,,,,
,9780385542364,,,,,,,,,,,,,,
,9780385542364,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,$15.00
,,,,,,$11.25,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 403 : 007 : Course ID 92770,,,,,,,,
,,,Film Book,,,,,,,,,,,,
,,,Film Book,,,,,,,,,,,,
,,,,,,,,,,,Bergan,,,,
,,,,,,,,,,9780756686765,,,,,
,,$25.00,,,,,,,,,,,,,
,,,,,,,,,,,,,,$18.75,
,,,,,,,,,,,,Bergan,,,
,,,,,,,,,,,,,9780756686765,,
,,,,Bergan,,,,,,,,,,,
,9780756686765,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 403 : 457 : Course ID 92776,,,,,,,,
,,,Underground Railroad,,,,,,,,,,,,
,,,Underground Railroad,,,,,,,,,,,,
,,,,,,,,,,,Whitehead,,,,
,,,,,,,,,,,Whitehead,,,,
,,,,,,,,,,,Whitehead,,,,
,,,,,,,,,,,Whitehead,,,,
,,,,,,,,,,9780385542364,,,,,
,,,,,,,,,,9780385542364,,,,,
,,,,,,,,,,9780385542364,,,,,
,,,,,,,,,,9780385542364,,,,,
,,$26.95,,,,,,,,,,,,,
,,,,,,,,,,,,,,$20.25,
,,,,,,,,American Born Chinese,,,,,,,
,,,,,,,,American Born Chinese,,,,,,,
,,,,,,,,,,,,Whitehead,,,
,,,,,,,,,,,,Whitehead,,,
,,,,,,,,,,,,Whitehead,,,
,,,,,,,,,,,,Whitehead,,,
,,,,,,,,,,,,,9780385542364,,
,,,,,,,,,,,,,9780385542364,,
,,,,,,,,,,,,,9780385542364,,
,,,,,,,,,,,,,9780385542364,,
$10.99,,,,,,,,,,,,,,,
,,,,,$8.25,,,,,,,,,,
,,,,,,,,,Spirit Catches You & You Fall Down,,,,,,
,,,,,,,,,Spirit Catches You & You Fall Down,,,,,,
,,,,Whitehead,,,,,,,,,,,
,,,,Whitehead,,,,,,,,,,,
,,,,Whitehead,,,,,,,,,,,
,,,,Whitehead,,,,,,,,,,,
,9780385542364,,,,,,,,,,,,,,
,9780385542364,,,,,,,,,,,,,,
,9780385542364,,,,,,,,,,,,,,
,9780385542364,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,$15.00
,,,,,,$11.25,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 403 : 003 : Course ID 92768,,,,,,,,
,,,Unfinished Agenda,,,,,,,,,,,,
,,,Unfinished Agenda,,,,,,,,,,,,
,,,,,,,,,,,Williams,,,,
,,,,,,,,,,,Williams,,,,
,,,,,,,,,,,Williams,,,,
,,,,,,,,,,9781583947227,,,,,
,,,,,,,,,,9781583947227,,,,,
,,,,,,,,,,9781583947227,,,,,
,,$18.95,,,,,,,,,,,,,
,,,,,,,,,,,,,,$14.25,
,,,,,,,,American Pastoral,,,,,,,
,,,,,,,,American Pastoral,,,,,,,
,,,,,,,,,,,,Williams,,,
,,,,,,,,,,,,Williams,,,
,,,,,,,,,,,,Williams,,,
,,,,,,,,,,,,,9781583947227,,
,,,,,,,,,,,,,9781583947227,,
,,,,,,,,,,,,,9781583947227,,
$15.95,,,,,,,,,,,,,,,
,,,,,$12.00,,,,,,,,,,
,,,,,,,,,S O S: Poems 1961-2013,,,,,,
,,,,,,,,,S O S: Poems 1961-2013,,,,,,
,,,,Williams,,,,,,,,,,,
,,,,Williams,,,,,,,,,,,
,,,,Williams,,,,,,,,,,,
,9781583947227,,,,,,,,,,,,,,
,9781583947227,,,,,,,,,,,,,,
,9781583947227,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,$30.00
,,,,,,$22.50,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 403 : 101 : Course ID 92771,,,,,,,,
,,,S O S: Poems 1961-2013,,,,,,,,,,,,
,,,S O S: Poems 1961-2013,,,,,,,,,,,,
,,,,,,,,,,,Baraka,,,,
,,,,,,,,,,,Baraka,,,,
,,,,,,,,,,,Baraka,,,,
,,,,,,,,,,9780802123350,,,,,
,,,,,,,,,,9780802123350,,,,,
,,,,,,,,,,9780802123350,,,,,
,,$30.00,,,,,,,,,,,,,
,,,,,,,,,,,,,,$22.50,
,,,,,,,,Unfinished Agenda,,,,,,,
,,,,,,,,Unfinished Agenda,,,,,,,
,,,,,,,,,,,,Baraka,,,
,,,,,,,,,,,,Baraka,,,
,,,,,,,,,,,,Baraka,,,
,,,,,,,,,,,,,9780802123350,,
,,,,,,,,,,,,,9780802123350,,
,,,,,,,,,,,,,9780802123350,,
$18.95,,,,,,,,,,,,,,,
,,,,,$14.25,,,,,,,,,,
,,,,,,,,,American Pastoral,,,,,,
,,,,,,,,,American Pastoral,,,,,,
,,,,Baraka,,,,,,,,,,,
,,,,Baraka,,,,,,,,,,,
,,,,Baraka,,,,,,,,,,,
,9780802123350,,,,,,,,,,,,,,
,9780802123350,,,,,,,,,,,,,,
,9780802123350,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,$15.95
,,,,,,$12.00,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 403 : 103 : Course ID 92772,,,,,,,,
,,,Taming of the Shrew,,,,,,,,,,,,
,,,Taming of the Shrew,,,,,,,,,,,,
,,,,,,,,,,,Shakespeare,,,,
,,,,,,,,,,,Shakespeare,,,,
,,,,,,,,,,,Shakespeare,,,,
,,,,,,,,,,,Shakespeare,,,,
,,,,,,,,,,9780486297651,,,,,
,,,,,,,,,,9780486297651,,,,,
,,,,,,,,,,9780486297651,,,,,
,,,,,,,,,,9780486297651,,,,,
,,$3.00,,,,,,,,,,,,,
,,,,,,,,,,,,,,$2.25,
,,,,,,,,"Year in the Life of William Shakespeare, 1599",,,,,,,
,,,,,,,,"Year in the Life of William Shakespeare, 1599",,,,,,,
,,,,,,,,,,,,Shakespeare,,,
,,,,,,,,,,,,Shakespeare,,,
,,,,,,,,,,,,Shakespeare,,,
,,,,,,,,,,,,Shakespeare,,,
,,,,,,,,,,,,,9780486297651,,
,,,,,,,,,,,,,9780486297651,,
,,,,,,,,,,,,,9780486297651,,
,,,,,,,,,,,,,9780486297651,,
$14.99,,,,,,,,,,,,,,,
,,,,,$11.25,,,,,,,,,,
,,,,,,,,,Four Great Tragedies,,,,,,
,,,,,,,,,Four Great Tragedies,,,,,,
,,,,Shakespeare,,,,,,,,,,,
,,,,Shakespeare,,,,,,,,,,,
,,,,Shakespeare,,,,,,,,,,,
,,,,Shakespeare,,,,,,,,,,,
,9780486297651,,,,,,,,,,,,,,
,9780486297651,,,,,,,,,,,,,,
,9780486297651,,,,,,,,,,,,,,
,9780486297651,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,$5.00
,,,,,,$3.75,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 404 : 005 : Course ID 92782,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 404 : 101 : Course ID 92783,,,,,,,,
,,,Causes of War,,,,,,,,,,,,
,,,Causes of War,,,,,,,,,,,,
,,,,,,,,,,,Vanevera,,,,
,,,,,,,,,,,Vanevera,,,,
,,,,,,,,,,,Vanevera,,,,
,,,,,,,,,,9780801482953,,,,,
,,,,,,,,,,9780801482953,,,,,
,,,,,,,,,,9780801482953,,,,,
,,$27.25,,,,,,,,,,,,,
,,,,,,,,,,,,,,$20.50,
,,,,,,,,Perception & Misperception in Intl Politics,,,,,,,
,,,,,,,,Perception & Misperception in Intl Politics,,,,,,,
,,,,,,,,,,,,Vanevera,,,
,,,,,,,,,,,,Vanevera,,,
,,,,,,,,,,,,Vanevera,,,
,,,,,,,,,,,,,9780801482953,,
,,,,,,,,,,,,,9780801482953,,
,,,,,,,,,,,,,9780801482953,,
$73.75,,,,,,,,,,,,,,,
,,,,,$55.50,,,,,,,,,,
,,,,,,,,,Why Nations Go to War,,,,,,
,,,,,,,,,Why Nations Go to War,,,,,,
,,,,Vanevera,,,,,,,,,,,
,,,,Vanevera,,,,,,,,,,,
,,,,Vanevera,,,,,,,,,,,
,9780801482953,,,,,,,,,,,,,,
,9780801482953,,,,,,,,,,,,,,
,9780801482953,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,$129.50
,,,,,,$97.25,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 404 : 001 : Course ID 92780,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 404 : H01 : Course ID 92784,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 405 : 003 : Course ID 92786,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 404 : 003 : Course ID 92781,,,,,,,,
,,,,,,,,,,,Novak,,,,
,,,,,,,,,,,Novak,,,,
,,,,,,,,,,9783319158310,,,,,
,,,,,,,,,,9783319158310,,,,,
,,,,,,,,International Criminal Court,,,,,,,
,,,,,,,,International Criminal Court,,,,,,,
,,,,,,,,,,,,Novak,,,
,,,,,,,,,,,,Novak,,,
,,,,,,,,,,,,,9783319158310,,
,,,,,,,,,,,,,9783319158310,,
$54.50,,,,,,,,,,,,,,,
,,,,,$41.00,,,,,,,,,,
,,,,,,,,,International Criminal Court (Access Code),,,,,,
,,,,,,,,,International Criminal Court (Access Code),,,,,,
,,,,Novak,,,,,,,,,,,
,,,,Novak,,,,,,,,,,,
,9783319158310,,,,,,,,,,,,,,
,9783319158310,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,$32.75
,,,,,,$24.75,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 405 : 001 : Course ID 92785,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 406 : 451 : Course ID 92788,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 406 : 453 : Course ID 92789,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 407 : 001 : Course ID 92790,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 405 : H01 : Course ID 92787,,,,,,,,
,,,Enquiry Concerning Human Understanding,,,,,,,,,,,,
,,,Enquiry Concerning Human Understanding,,,,,,,,,,,,
,,,,,,,,,,,Hume,,,,
,,,,,,,,,,,Hume,,,,
,,,,,,,,,,,Hume,,,,
,,,,,,,,,,,Hume,,,,
,,,,,,,,,,9780872202290,,,,,
,,,,,,,,,,9780872202290,,,,,
,,,,,,,,,,9780872202290,,,,,
,,,,,,,,,,9780872202290,,,,,
,,$9.25,,,,,,,,,,,,,
,,,,,,,,,,,,,,$7.00,
,,,,,,,,Discourse on Method & Meditations on First Philosophy,,,,,,,
,,,,,,,,Discourse on Method & Meditations on First Philosophy,,,,,,,
,,,,,,,,,,,,Hume,,,
,,,,,,,,,,,,Hume,,,
,,,,,,,,,,,,Hume,,,
,,,,,,,,,,,,Hume,,,
,,,,,,,,,,,,,9780872202290,,
,,,,,,,,,,,,,9780872202290,,
,,,,,,,,,,,,,9780872202290,,
,,,,,,,,,,,,,9780872202290,,
$14.00,,,,,,,,,,,,,,,
,,,,,$10.50,,,,,,,,,,
,,,,,,,,,Prolegomena to Any Future Metaphysics,,,,,,
,,,,,,,,,Prolegomena to Any Future Metaphysics,,,,,,
,,,,Hume,,,,,,,,,,,
,,,,Hume,,,,,,,,,,,
,,,,Hume,,,,,,,,,,,
,,,,Hume,,,,,,,,,,,
,9780872202290,,,,,,,,,,,,,,
,9780872202290,,,,,,,,,,,,,,
,9780872202290,,,,,,,,,,,,,,
,9780872202290,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,$15.25
,,,,,,$11.50,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 407 : HM1 : Course ID 92791,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 408 : 453 : Course ID 92794,,,,,,,,
,,,Fund of undergraduate education,,,,,,,,,,,,
,,,Fund of undergraduate education,,,,,,,,,,,,
,,,,,,,,,,,Lipuma,,,,
,,,,,,,,,,9781465231024,,,,,
,,$54.75,,,,,,,,,,,,,
,,,,,,,,,,,,,,$41.25,
,,,,,,,,,,,,Lipuma,,,
,,,,,,,,,,,,,9781465231024,,
,,,,Lipuma,,,,,,,,,,,
,9781465231024,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 408 : 457 : Course ID 94950,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 408 : 001 : Course ID 92792,,,,,,,,
,,,Second Machine Age,,,,,,,,,,,,
,,,Second Machine Age,,,,,,,,,,,,
,,,,,,,,,,,Brynjolfsson,,,,
,,,,,,,,,,,Brynjolfsson,,,,
,,,,,,,,,,9780393350647,,,,,
,,,,,,,,,,9780393350647,,,,,
,,$16.95,,,,,,,,,,,,,
,,,,,,,,,,,,,,$12.75,
,,,,,,,,Rise of the Robots,,,,,,,
,,,,,,,,Rise of the Robots,,,,,,,
,,,,,,,,,,,,Brynjolfsson,,,
,,,,,,,,,,,,Brynjolfsson,,,
,,,,,,,,,,,,,9780393350647,,
,,,,,,,,,,,,,9780393350647,,
$16.99,,,,,,,,,,,,,,,
,,,,,$12.75,,,,,,,,,,
,,,,Brynjolfsson,,,,,,,,,,,
,,,,Brynjolfsson,,,,,,,,,,,
,9780393350647,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : Course ID 95641,,,,,,,,
,9780393350647,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 218 : 001 : Course ID 92647,,,,,,,,
,,,Financial Markets & Institutions,,,,,,,,,,,,
,,,Financial Markets & Institutions,,,,,,,,,,,,
,,,,,,,,,,,Mishkin,,,,
,,,,,,,,,,9780133423624,,,,,
,,$291.50,,,,,,,,,,,,,
,,,,,,,,,,,,,,$218.75,
,,,,,,,,,,,,Mishkin,,,
,,,,,,,,,,,,,9780133423624,,
,,,,Mishkin,,,,,,,,,,,
,9780133423624,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 218 : HM1 : Course ID 92649,,,,,,,,
,,,Financial Markets & Institutions,,,,,,,,,,,,
,,,Financial Markets & Institutions,,,,,,,,,,,,
,,,,,,,,,,,Mishkin,,,,
,,,,,,,,,,9780133423624,,,,,
,,$291.50,,,,,,,,,,,,,
,,,,,,,,,,,,,,$218.75,
,,,,,,,,,,,,Mishkin,,,
,,,,,,,,,,,,,9780133423624,,
,,,,Mishkin,,,,,,,,,,,
,9780133423624,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 218 : 101 : Course ID 92648,,,,,,,,
,,,Financial Markets & Institutions,,,,,,,,,,,,
,,,Financial Markets & Institutions,,,,,,,,,,,,
,,,,,,,,,,,Mishkin,,,,
,,,,,,,,,,9780133423624,,,,,
,,$291.50,,,,,,,,,,,,,
,,,,,,,,,,,,,,$218.75,
,,,,,,,,,,,,Mishkin,,,
,,,,,,,,,,,,,9780133423624,,
,,,,Mishkin,,,,,,,,,,,
,9780133423624,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 408 : 455 : Course ID 92795,,,,,,,,
,,,Fund of undergraduate education,,,,,,,,,,,,
,,,Fund of undergraduate education,,,,,,,,,,,,
,,,,,,,,,,,Lipuma,,,,
,,,,,,,,,,9781465231024,,,,,
,,$54.75,,,,,,,,,,,,,
,,,,,,,,,,,,,,$41.25,
,,,,,,,,,,,,Lipuma,,,
,,,,,,,,,,,,,9781465231024,,
,,,,Lipuma,,,,,,,,,,,
,9781465231024,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : HSS : 408 : 451 : Course ID 92793,,,,,,,,
,,,Fund of undergraduate education,,,,,,,,,,,,
,,,Fund of undergraduate education,,,,,,,,,,,,
,,,,,,,,,,,Lipuma,,,,
,,,,,,,,,,9781465231024,,,,,
,,$54.75,,,,,,,,,,,,,
,,,,,,,,,,,,,,$41.25,
,,,,,,,,,,,,Lipuma,,,
,,,,,,,,,,,,,9781465231024,,
,,,,Lipuma,,,,,,,,,,,
,9781465231024,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 315 : 001 : Course ID 92650,,,,,,,,
,,,Essen of Corporate Finance (w/ Connect Access Code),,,,,,,,,,,,
,,,Essen of Corporate Finance (w/ Connect Access Code),,,,,,,,,,,,
,,,,,,,,,,,Ross,,,,
,,,,,,,,,,9781259697456,,,,,
,,$291.50,,,,,,,,,,,,,
,,,,,,,,,,,,,,$218.75,
,,,,,,,,,,,,Ross,,,
,,,,,,,,,,,,,9781259697456,,
,,,,Ross,,,,,,,,,,,
,9781259697456,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 315 : 103 : Course ID 92652,,,,,,,,
,,,Essen of Corporate Finance (w/ Connect Access Code),,,,,,,,,,,,
,,,Essen of Corporate Finance (w/ Connect Access Code),,,,,,,,,,,,
,,,,,,,,,,,Ross,,,,
,,,,,,,,,,9781259697456,,,,,
,,$291.50,,,,,,,,,,,,,
,,,,,,,,,,,,,,$218.75,
,,,,,,,,,,,,Ross,,,
,,,,,,,,,,,,,9781259697456,,
,,,,Ross,,,,,,,,,,,
,9781259697456,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 315 : 101 : Course ID 92651,,,,,,,,
,,,Essen of Corporate Finance (w/ Connect Access Code),,,,,,,,,,,,
,,,Essen of Corporate Finance (w/ Connect Access Code),,,,,,,,,,,,
,,,,,,,,,,,Ross,,,,
,,,,,,,,,,9781259697456,,,,,
,,$291.50,,,,,,,,,,,,,
,,,,,,,,,,,,,,$218.75,
,,,,,,,,,,,,Ross,,,
,,,,,,,,,,,,,9781259697456,,
,,,,Ross,,,,,,,,,,,
,9781259697456,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 315 : HM1 : Course ID 92653,,,,,,,,
,,,Essen of Corporate Finance (w/ Connect Access Code),,,,,,,,,,,,
,,,Essen of Corporate Finance (w/ Connect Access Code),,,,,,,,,,,,
,,,,,,,,,,,Ross,,,,
,,,,,,,,,,9781259697456,,,,,
,,$291.50,,,,,,,,,,,,,
,,,,,,,,,,,,,,$218.75,
,,,,,,,,,,,,Ross,,,
,,,,,,,,,,,,,9781259697456,,
,,,,Ross,,,,,,,,,,,
,9781259697456,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 422 : 101 : Course ID 92655,,,,,,,,
,,,International Financial Management,,,,,,,,,,,,
,,,International Financial Management,,,,,,,,,,,,
,,,,,,,,,,,Madura,,,,
,,,,,,,,,,9781133947837,,,,,
,,$352.75,,,,,,,,,,,,,
,,,,,,,,,,,,,,$264.75,
,,,,,,,,,,,,Madura,,,
,,,,,,,,,,,,,9781133947837,,
,,,,Madura,,,,,,,,,,,
,9781133947837,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 403 : 001 : Course ID 92654,,,,,,,,
,,,Five Rules for Successful Stock Investing,,,,,,,,,,,,
,,,Five Rules for Successful Stock Investing,,,,,,,,,,,,
,,,,,,,,,,,Dorsey,,,,
,,,,,,,,,,9780471686170,,,,,
,,$27.00,,,,,,,,,,,,,
,,,,,,,,,,,,,,$20.25,
,,,,,,,,,,,,Dorsey,,,
,,,,,,,,,,,,,9780471686170,,
,,,,Dorsey,,,,,,,,,,,
,9780471686170,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 600 : 101 : Course ID 92656,,,,,,,,
,,,Corporate Finance (w/out ConnectPlus Access),,,,,,,,,,,,
,,,Corporate Finance (w/out ConnectPlus Access),,,,,,,,,,,,
,,,,,,,,,,,Ross,,,,
,,,,,,,,,,9780078034770,,,,,
,,$355.75,,,,,,,,,,,,,
,,,,,,,,,,,,,,$267.00,
,,,,,,,,,,,,Ross,,,
,,,,,,,,,,,,,9780078034770,,
,,,,Ross,,,,,,,,,,,
,9780078034770,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 600 : 103 : Course ID 92657,,,,,,,,
,,,,,,,All : 2016 Fall : Course ID 95767,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 610 : 101 : Course ID 92658,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 634 : 101 : Course ID 92660,,,,,,,,
,,,Investment Banking (Univ Ed),,,,,,,,,,,,
,,,Investment Banking (Univ Ed),,,,,,,,,,,,
,,,,,,,,,,,Rosenbaum,,,,
,,,,,,,,,,,Rosenbaum,,,,
,,,,,,,,,,,Rosenbaum,,,,
,,,,,,,,,,,Rosenbaum,,,,
,,,,,,,,,,,Rosenbaum,,,,
,,,,,,,,,,9781118472200,,,,,
,,,,,,,,,,9781118472200,,,,,
,,,,,,,,,,9781118472200,,,,,
,,,,,,,,,,9781118472200,,,,,
,,,,,,,,,,9781118472200,,,,,
,,$92.50,,,,,,,,,,,,,
,,,,,,,,,,,,,,$69.50,
,,,,,,,,Investment Banking: Workbook,,,,,,,
,,,,,,,,Investment Banking: Workbook,,,,,,,
,,,,,,,,,,,,Rosenbaum,,,
,,,,,,,,,,,,Rosenbaum,,,
,,,,,,,,,,,,Rosenbaum,,,
,,,,,,,,,,,,Rosenbaum,,,
,,,,,,,,,,,,Rosenbaum,,,
,,,,,,,,,,,,,9781118472200,,
,,,,,,,,,,,,,9781118472200,,
,,,,,,,,,,,,,9781118472200,,
,,,,,,,,,,,,,9781118472200,,
,,,,,,,,,,,,,9781118472200,,
$54.50,,,,,,,,,,,,,,,
,,,,,$41.00,,,,,,,,,,
,,,,,,,,,Investment Banking,,,,,,
,,,,,,,,,Investment Banking,,,,,,
,,,,Rosenbaum,,,,,,,,,,,
,,,,Rosenbaum,,,,,,,,,,,
,,,,Rosenbaum,,,,,,,,,,,
,,,,Rosenbaum,,,,,,,,,,,
,,,,Rosenbaum,,,,,,,,,,,
,9781118472200,,,,,,,,,,,,,,
,9781118472200,,,,,,,,,,,,,,
,9781118472200,,,,,,,,,,,,,,
,9781118472200,,,,,,,,,,,,,,
,9781118472200,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,$40.00
,,,,,,$30.00,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 650 : 101 : Course ID 92662,,,,,,,,
,,,Investments,,,,,,,,,,,,
,,,Investments,,,,,,,,,,,,
,,,,,,,,,,,Bodie,,,,
,,,,,,,,,,9780077861674,,,,,
,,$359.50,,,,,,,,,,,,,
,,,,,,,,,,,,,,$269.75,
,,,,,,,,,,,,Bodie,,,
,,,,,,,,,,,,,9780077861674,,
,,,,Bodie,,,,,,,,,,,
,9780077861674,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 641 : 851 : Course ID 92661,,,,,,,,
,,,"Options, Futures & Other Derivatives (w/Bind-in Access Code)",,,,,,,,,,,,
,,,"Options, Futures & Other Derivatives (w/Bind-in Access Code)",,,,,,,,,,,,
,,,,,,,,,,,Hull,,,,
,,,,,,,,,,9780133456318,,,,,
,,$308.00,,,,,,,,,,,,,
,,,,,,,,,,,,,,$231.00,
,,,,,,,,,,,,Hull,,,
,,,,,,,,,,,,,9780133456318,,
,,,,Hull,,,,,,,,,,,
,9780133456318,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 626 : 851 : Course ID 95267,,,,,,,,
,,,Financial Markets & Institutions (w/ ConnectPlus),,,,,,,,,,,,
,,,Financial Markets & Institutions (w/ ConnectPlus),,,,,,,,,,,,
,,,,,,,,,,,Saunders,,,,
,,,,,,,,,,9781259377273,,,,,
,,$351.50,,,,,,,,,,,,,
,,,,,,,,,,,,,,$263.75,
,,,,,,,,,,,,Saunders,,,
,,,,,,,,,,,,,9781259377273,,
,,,,Saunders,,,,,,,,,,,
,9781259377273,,,,,,,,,,,,,,
,,,,,,,All : 2016 Fall : FIN : 624 : 851 : Course ID 95266,,,,,,,,
,,,Corporate Finance (w/out ConnectPlus Access),,,,,,,,,,,,
,,,Corporate Finance (w/out ConnectPlus Access),,,,,,,,,,,,
,,,,,,,,,,,Ross,,,,
,,,,,,,,,,9780078034770,,,,,
,,,,,,,All : 2016 Fall : FIN : 624 : 101 : Course ID 92659,,,,,,,,
,,$355.75,,,,,,,,,,,,,
,,,,,,,,,,,,,,$267.00,
,,,,,,,,,,,,Ross,,,
